"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 26, 2018","142.38","141.78","142.62","141.59","222.75K","0.44%"
"Apr 25, 2018","141.75","142.28","142.50","141.53","273.12K","-0.55%"
"Apr 24, 2018","142.53","142.94","143.28","142.28","285.84K","-0.31%"
"Apr 23, 2018","142.97","142.97","143.06","142.28","227.91K","-0.08%"
"Apr 20, 2018","143.09","143.84","143.97","142.91","241.14K","-0.48%"
"Apr 19, 2018","143.78","144.78","144.94","143.38","374.11K","-0.80%"
"Apr 18, 2018","144.94","145.59","145.84","144.66","283.77K","-0.75%"
"Apr 17, 2018","146.03","145.47","146.06","145.22","242.53K","0.38%"
"Apr 16, 2018","145.47","145.38","145.56","144.66","238.10K","0.04%"
"Apr 13, 2018","145.41","145.28","145.78","145.19","223.55K","0.02%"
"Apr 12, 2018","145.38","146.31","146.44","145.09","275.86K","-0.51%"
"Apr 11, 2018","146.12","145.72","146.88","145.59","310.11K","0.12%"
"Apr 10, 2018","145.94","146.09","146.25","145.53","257.17K","-0.08%"
"Apr 09, 2018","146.06","146.00","146.31","145.44","223.65K","0.02%"
"Apr 06, 2018","146.03","144.88","146.12","144.81","326.34K","0.77%"
"Apr 05, 2018","144.91","145.47","145.50","144.78","213.96K","-0.56%"
"Apr 04, 2018","145.72","145.94","146.56","145.38","296.32K","-0.11%"
"Apr 03, 2018","145.88","146.84","146.88","145.69","289.00K","-0.59%"
"Apr 02, 2018","146.75","146.28","147.09","145.97","191.30K","0.09%"
"Mar 29, 2018","146.62","145.69","146.75","145.59","291.84K","0.51%"
"Mar 28, 2018","145.88","145.72","146.31","145.41","347.11K","0.18%"
"Mar 27, 2018","145.62","144.44","145.88","144.34","332.67K","0.62%"
"Mar 26, 2018","144.72","144.88","145.12","144.22","241.76K","0.00%"
"Mar 23, 2018","144.72","144.78","145.41","144.19","298.40K","-0.02%"
"Mar 22, 2018","144.75","143.72","145.50","143.69","463.70K","0.87%"
"Mar 21, 2018","143.50","143.50","144.16","142.94","297.56K","-0.90%"
"Mar 20, 2018","144.81","144.75","144.91","144.75","0.11K","-0.49%"
"Mar 19, 2018","145.53","145.38","145.69","144.94","0.71K","0.06%"
"Mar 16, 2018","145.44","145.88","145.88","145.47","0.97K","-0.25%"
"Mar 15, 2018","145.81","146.16","146.16","145.66","0.31K","-0.05%"
"Mar 14, 2018","145.88","145.25","146.03","145.12","0.59K","0.50%"
"Mar 13, 2018","145.16","144.59","145.25","144.47","0.82K","0.28%"
"Mar 12, 2018","144.75","144.00","144.78","143.91","2.40K","0.41%"
"Mar 09, 2018","144.16","144.66","144.69","143.84","7.35K","-0.30%"
"Mar 08, 2018","144.59","144.19","145.03","144.09","2.43K","0.33%"
"Mar 07, 2018","144.12","144.34","145.00","144.06","7.26K","-0.20%"
"Mar 06, 2018","144.41","144.03","144.75","143.69","5.33K","0.20%"
"Mar 05, 2018","144.12","144.31","145.16","143.69","7.52K","-0.22%"
"Mar 02, 2018","144.44","145.34","145.62","144.19","12.03K","-0.62%"
"Mar 01, 2018","145.34","144.50","145.53","144.19","36.87K","0.62%"
"Feb 28, 2018","144.44","143.81","144.56","143.56","59.65K","0.61%"
"Feb 27, 2018","143.56","144.12","144.53","143.19","360.51K","-0.46%"
"Feb 26, 2018","144.22","144.12","144.84","143.97","582.94K","0.11%"
"Feb 23, 2018","144.06","143.06","144.25","142.75","475.36K","0.66%"
"Feb 22, 2018","143.12","142.72","143.59","142.66","515.87K","0.30%"
"Feb 21, 2018","142.69","143.91","144.19","142.44","373.94K","-0.83%"
"Feb 20, 2018","143.88","144.19","144.47","143.44","326.06K","-0.12%"
"Feb 19, 2018","144.06","144.34","144.34","143.97","-","-0.19%"
"Feb 18, 2018","144.34","144.22","144.47","144.16","-","0.08%"
"Feb 16, 2018","144.22","143.62","144.84","143.56","304.62K","0.15%"
"Feb 15, 2018","144.00","143.56","144.34","143.12","355.15K","0.43%"
"Feb 14, 2018","143.38","144.78","145.28","143.22","442.76K","-0.82%"
"Feb 13, 2018","144.56","144.25","144.94","144.19","264.03K","0.10%"
"Feb 12, 2018","144.41","143.72","145.19","143.12","417.21K","0.17%"
"Feb 09, 2018","144.16","144.16","144.78","143.59","616.91K","0.05%"
"Feb 08, 2018","144.09","144.66","144.97","143.62","700.98K","-0.37%"
"Feb 07, 2018","144.62","145.56","146.38","144.34","483.89K","-0.97%"
"Feb 06, 2018","146.03","146.91","147.72","145.47","678.35K","0.23%"
"Feb 05, 2018","145.69","144.94","147.50","144.09","734.44K","0.63%"
"Feb 02, 2018","144.78","146.19","146.38","144.75","561.88K","-1.21%"
"Feb 01, 2018","146.56","148.03","148.06","146.09","468.34K","-0.85%"
"Jan 31, 2018","147.81","147.44","148.19","147.09","518.39K","0.29%"
"Jan 30, 2018","147.38","148.06","148.34","147.12","391.46K","-0.50%"
"Jan 29, 2018","148.12","148.75","148.91","147.56","317.67K","-0.42%"
"Jan 26, 2018","148.75","149.38","149.47","148.47","286.11K","-0.44%"
"Jan 25, 2018","149.41","148.66","149.50","148.34","391.87K","0.63%"
"Jan 24, 2018","148.47","149.38","149.50","148.22","363.67K","-0.50%"
"Jan 23, 2018","149.22","148.88","149.69","148.78","285.71K","0.36%"
"Jan 22, 2018","148.69","148.91","149.28","148.38","235.62K","-0.21%"
"Jan 19, 2018","149.00","149.16","149.38","148.53","359.08K","-0.29%"
"Jan 18, 2018","149.44","150.12","150.25","149.09","377.87K","-0.58%"
"Jan 17, 2018","150.31","150.88","151.19","150.09","306.02K","-0.33%"
"Jan 16, 2018","150.81","150.50","151.03","150.31","270.91K","0.25%"
"Jan 15, 2018","150.44","150.53","150.66","150.31","-","-0.04%"
"Jan 14, 2018","150.50","150.53","150.56","150.41","-","0.00%"
"Jan 12, 2018","150.50","150.16","150.59","149.53","290.39K","0.04%"
"Jan 11, 2018","150.44","149.91","150.62","149.53","373.88K","0.25%"
"Jan 10, 2018","150.06","150.03","150.19","149.09","430.01K","-0.11%"
"Jan 09, 2018","150.22","151.78","151.81","150.03","368.55K","-0.99%"
"Jan 08, 2018","151.72","151.84","152.22","151.47","146.59K","-0.06%"
"Jan 05, 2018","151.81","152.31","152.66","151.66","251.06K","-0.33%"
"Jan 04, 2018","152.31","152.22","152.41","151.59","228.64K","0.00%"
"Jan 03, 2018","152.31","151.69","152.41","151.53","199.82K","0.37%"
"Jan 02, 2018","151.75","152.84","152.91","151.38","248.79K","-0.74%"
"Jan 01, 2018","152.88","152.84","152.88","152.72","-","-0.08%"
"Dec 29, 2017","153.00","152.72","153.09","152.31","177.69K","0.18%"
"Dec 28, 2017","152.72","152.91","152.91","152.41","158.65K","-0.14%"
"Dec 27, 2017","152.94","151.38","153.12","151.38","236.79K","0.87%"
"Dec 26, 2017","151.62","150.91","151.78","150.75","82.76K","0.56%"
"Dec 25, 2017","150.78","150.88","150.94","150.78","-","-0.15%"
"Dec 22, 2017","151.00","151.00","151.22","150.88","104.29K","-0.13%"
"Dec 21, 2017","151.19","150.53","151.25","150.47","193.75K","0.42%"
"Dec 20, 2017","150.56","151.66","151.88","150.44","299.84K","-1.29%"
"Dec 19, 2017","152.53","154.31","154.31","153.00","3.44K","-1.13%"
"Dec 18, 2017","154.28","155.28","155.28","154.22","3.10K","-0.71%"
"Dec 15, 2017","155.38","155.12","155.50","154.81","1.34K","0.10%"
"Dec 14, 2017","155.22","154.62","155.22","154.25","1.99K","0.26%"
"Dec 13, 2017","154.81","153.94","154.84","153.59","2.28K","0.67%"
"Dec 12, 2017","153.78","154.16","154.16","153.31","1.46K","-0.25%"
"Dec 11, 2017","154.16","154.12","154.66","154.03","2.60K","0.10%"
"Dec 08, 2017","154.00","154.22","154.34","153.69","5.12K","0.02%"
"Dec 07, 2017","153.97","154.97","155.53","154.00","2.13K","-0.77%"
"Dec 06, 2017","155.16","154.75","155.66","154.69","17.10K","0.23%"
"Dec 05, 2017","154.81","154.19","154.88","153.78","7.54K","0.45%"
"Dec 04, 2017","154.12","153.62","154.31","153.19","13.57K","-0.17%"
"Dec 01, 2017","154.38","152.97","155.28","152.88","40.99K","1.01%"
"Nov 30, 2017","152.84","153.16","153.31","152.12","71.08K","-0.31%"
"Nov 29, 2017","153.31","154.41","154.69","152.88","345.95K","-0.63%"
"Nov 28, 2017","154.28","154.31","154.84","154.06","472.64K","-0.04%"
"Nov 27, 2017","154.34","154.31","154.75","153.94","588.30K","0.06%"
"Nov 24, 2017","154.25","154.62","154.75","153.91","161.74K","-0.25%"
"Nov 23, 2017","154.64","154.52","154.74","154.27","-","0.09%"
"Nov 22, 2017","154.50","154.19","154.62","153.53","325.33K","0.27%"
"Nov 21, 2017","154.09","153.81","154.69","153.75","396.51K","0.28%"
"Nov 20, 2017","153.66","154.03","154.44","153.59","245.65K","-0.08%"
"Nov 17, 2017","153.78","153.16","154.16","153.09","245.81K","0.14%"
"Nov 16, 2017","153.56","154.28","154.28","153.09","275.37K","-0.29%"
"Nov 15, 2017","154.00","153.06","154.31","153.03","336.76K","0.73%"
"Nov 14, 2017","152.88","152.34","153.12","152.16","259.49K","0.31%"
"Nov 13, 2017","152.41","152.16","152.94","152.03","267.22K","0.07%"
"Nov 10, 2017","152.31","153.69","153.78","152.06","334.13K","-1.02%"
"Nov 09, 2017","153.88","154.16","154.44","153.56","363.32K","-0.30%"
"Nov 08, 2017","154.34","154.53","154.81","154.12","218.55K","-0.23%"
"Nov 07, 2017","154.69","154.28","154.75","153.91","282.95K","0.30%"
"Nov 06, 2017","154.22","153.75","154.38","153.38","191.09K","0.36%"
"Nov 03, 2017","153.66","153.50","154.00","153.34","262.26K","0.12%"
"Nov 02, 2017","153.47","152.91","153.69","152.69","283.67K","0.47%"
"Nov 01, 2017","152.75","152.38","153.31","151.97","329.88K","0.18%"
"Oct 31, 2017","152.47","152.28","152.59","152.09","228.32K","0.06%"
"Oct 30, 2017","152.38","151.50","152.44","151.34","231.98K","0.79%"
"Oct 27, 2017","151.19","150.53","151.56","150.31","354.07K","0.31%"
"Oct 26, 2017","150.72","151.16","151.69","150.47","307.23K","-0.13%"
"Oct 25, 2017","150.91","151.50","151.62","150.44","373.67K","-0.51%"
"Oct 24, 2017","151.69","152.44","152.53","151.28","239.36K","-0.43%"
"Oct 23, 2017","152.34","152.09","152.62","151.88","194.92K","0.10%"
"Oct 20, 2017","152.19","153.41","153.56","151.78","352.54K","-0.87%"
"Oct 19, 2017","153.53","152.91","154.06","152.91","296.41K","0.33%"
"Oct 18, 2017","153.03","154.06","154.09","152.78","254.67K","-0.67%"
"Oct 17, 2017","154.06","153.75","154.09","153.31","215.14K","0.22%"
"Oct 16, 2017","153.72","154.09","154.12","153.56","203.19K","-0.18%"
"Oct 13, 2017","154.00","153.12","154.16","152.94","295.01K","0.59%"
"Oct 12, 2017","153.09","152.44","153.19","152.31","262.53K","0.35%"
"Oct 11, 2017","152.56","152.19","152.88","152.06","207.35K","0.04%"
"Oct 10, 2017","152.50","152.22","153.06","151.88","295.62K","0.27%"
"Oct 09, 2017","152.09","152.06","152.31","151.88","48.22K","0.12%"
"Oct 06, 2017","151.91","152.28","152.38","151.22","338.07K","-0.22%"
"Oct 05, 2017","152.25","152.75","152.94","152.03","221.32K","-0.20%"
"Oct 04, 2017","152.56","152.81","153.25","152.19","232.37K","-0.04%"
"Oct 03, 2017","152.62","152.56","152.88","152.00","241.96K","-0.05%"
"Oct 02, 2017","152.69","152.69","153.12","152.06","263.76K","-0.08%"
"Sep 29, 2017","152.81","152.75","153.00","152.38","364.79K","0.02%"
"Sep 28, 2017","152.78","152.91","153.12","152.03","351.33K","-0.10%"
"Sep 27, 2017","152.94","154.66","154.78","152.75","405.28K","-1.19%"
"Sep 26, 2017","154.78","154.84","155.09","154.34","229.04K","-0.08%"
"Sep 25, 2017","154.91","154.25","155.12","154.06","271.86K","0.53%"
"Sep 22, 2017","154.09","153.94","154.59","153.91","230.69K","0.14%"
"Sep 21, 2017","153.88","153.91","154.53","153.66","248.90K","-0.94%"
"Sep 20, 2017","155.34","155.47","155.62","155.25","2.71K","-0.05%"
"Sep 19, 2017","155.41","155.81","155.97","155.34","2.81K","-0.13%"
"Sep 18, 2017","155.62","156.22","156.28","155.47","1.51K","-0.44%"
"Sep 15, 2017","156.31","156.62","156.75","156.06","1.90K","0.04%"
"Sep 14, 2017","156.25","156.28","156.56","155.69","2.99K","0.10%"
"Sep 13, 2017","156.09","156.47","156.88","156.09","3.45K","-0.28%"
"Sep 12, 2017","156.53","157.34","157.34","156.41","1.49K","-0.48%"
"Sep 11, 2017","157.28","158.12","158.16","157.09","4.64K","-0.81%"
"Sep 08, 2017","158.56","158.97","159.50","158.38","4.56K","-0.06%"
"Sep 07, 2017","158.66","157.69","159.22","157.66","7.44K","0.66%"
"Sep 06, 2017","157.62","158.44","158.66","157.53","8.16K","-0.42%"
"Sep 05, 2017","158.28","156.84","158.50","156.47","14.30K","1.88%"
"Sep 04, 2017","155.36","155.42","155.64","155.33","-","-0.06%"
"Sep 03, 2017","155.45","155.61","155.61","155.36","-","-0.65%"
"Sep 01, 2017","156.47","157.44","158.00","156.22","24.07K","-0.58%"
"Aug 31, 2017","157.38","157.12","157.50","156.75","63.39K","0.30%"
"Aug 30, 2017","156.91","157.03","157.25","156.72","207.24K","-0.02%"
"Aug 29, 2017","156.94","157.00","158.12","156.81","416.25K","0.12%"
"Aug 28, 2017","156.75","156.62","156.81","156.16","370.90K","0.14%"
"Aug 25, 2017","156.53","156.06","156.75","155.91","477.29K","0.28%"
"Aug 24, 2017","156.09","156.56","156.59","156.00","383.17K","-0.26%"
"Aug 23, 2017","156.50","155.66","156.56","155.50","249.60K","0.58%"
"Aug 22, 2017","155.59","156.19","156.22","155.50","210.82K","-0.37%"
"Aug 21, 2017","156.16","155.75","156.28","155.53","180.67K","0.21%"
"Aug 18, 2017","155.84","155.88","156.38","155.50","268.60K","0.10%"
"Aug 17, 2017","155.69","155.06","156.00","154.56","277.35K","0.41%"
"Aug 16, 2017","155.06","154.22","155.19","153.81","224.62K","0.42%"
"Aug 15, 2017","154.41","155.16","155.19","153.75","259.86K","-0.48%"
"Aug 14, 2017","155.16","155.41","155.50","154.84","191.27K","-0.20%"
"Aug 11, 2017","155.47","155.53","155.91","154.72","274.47K","0.08%"
"Aug 10, 2017","155.34","154.62","155.59","154.41","283.53K","0.40%"
"Aug 09, 2017","154.72","154.19","155.25","154.16","254.11K","0.65%"
"Aug 08, 2017","153.72","154.41","154.50","153.53","191.35K","-0.38%"
"Aug 07, 2017","154.31","154.12","154.47","153.88","132.29K","0.14%"
"Aug 04, 2017","154.09","155.12","155.31","153.69","246.38K","-0.59%"
"Aug 03, 2017","155.00","153.97","155.28","153.97","217.51K","0.51%"
"Aug 02, 2017","154.22","153.91","154.56","153.53","275.88K","0.12%"
"Aug 01, 2017","154.03","152.94","154.09","152.28","315.33K","0.69%"
"Jul 31, 2017","152.97","153.16","153.50","152.66","202.61K","-0.14%"
"Jul 28, 2017","153.19","152.66","153.22","152.09","257.77K","0.39%"
"Jul 27, 2017","152.59","153.06","153.41","152.09","294.52K","-0.37%"
"Jul 26, 2017","153.16","152.50","153.31","152.25","269.56K","0.35%"
"Jul 25, 2017","152.62","154.19","154.34","152.47","264.31K","-1.06%"
"Jul 24, 2017","154.25","154.62","154.84","154.16","138.86K","-0.34%"
"Jul 21, 2017","154.78","154.19","154.97","154.06","172.23K","0.47%"
"Jul 20, 2017","154.06","153.84","154.69","153.78","246.91K","0.08%"
"Jul 19, 2017","153.94","153.84","154.09","153.62","164.14K","0.07%"
"Jul 18, 2017","153.84","152.66","153.97","152.62","222.59K","0.63%"
"Jul 17, 2017","152.88","152.41","153.06","152.38","165.30K","0.17%"
"Jul 14, 2017","152.62","152.25","153.50","152.03","278.14K","0.28%"
"Jul 13, 2017","152.19","152.88","153.34","151.88","247.92K","-0.39%"
"Jul 12, 2017","152.78","152.03","153.09","151.97","279.18K","0.47%"
"Jul 11, 2017","152.06","151.94","152.31","151.62","231.20K","0.04%"
"Jul 10, 2017","152.00","151.78","152.22","151.62","186.52K","0.22%"
"Jul 07, 2017","151.66","152.28","152.38","151.56","282.73K","-0.41%"
"Jul 06, 2017","152.28","153.41","153.47","151.88","322.94K","-0.69%"
"Jul 05, 2017","153.34","152.97","153.78","152.91","263.37K","0.07%"
"Jul 04, 2017","153.24","153.05","153.80","152.99","-","0.12%"
"Jul 03, 2017","153.06","153.78","153.94","152.84","178.08K","-0.41%"
"Jun 30, 2017","153.69","154.25","154.31","153.56","363.62K","-0.36%"
"Jun 29, 2017","154.25","154.91","155.06","153.56","358.70K","-0.48%"
"Jun 28, 2017","155.00","155.53","155.69","154.28","323.11K","-0.44%"
"Jun 27, 2017","155.69","156.88","157.19","155.22","340.00K","-0.78%"
"Jun 26, 2017","156.91","156.56","157.25","156.31","208.30K","0.19%"
"Jun 23, 2017","156.62","156.62","156.69","156.16","175.93K","0.10%"
"Jun 22, 2017","156.47","156.34","156.72","156.16","204.62K","-0.71%"
"Jun 21, 2017","157.59","157.50","157.88","157.19","0.29K","-0.02%"
"Jun 20, 2017","157.62","156.69","157.72","156.69","0.55K","0.61%"
"Jun 19, 2017","156.66","156.94","157.28","156.56","4.62K","-0.14%"
"Jun 16, 2017","156.88","156.62","157.16","156.50","2.66K","0.10%"
"Jun 15, 2017","156.72","157.00","157.19","156.50","0.58K","-0.12%"
"Jun 14, 2017","156.91","155.41","157.41","155.38","1.43K","1.03%"
"Jun 13, 2017","155.31","155.34","155.34","154.91","3.27K","0.02%"
"Jun 12, 2017","155.28","155.56","155.94","155.19","6.70K","-0.16%"
"Jun 09, 2017","155.53","155.91","156.06","154.97","4.35K","-0.02%"
"Jun 08, 2017","155.56","155.75","156.00","155.25","7.83K","-0.18%"
"Jun 07, 2017","155.84","156.38","156.44","155.72","5.84K","-0.28%"
"Jun 06, 2017","156.28","155.69","156.66","155.69","17.82K","0.40%"
"Jun 05, 2017","155.66","156.28","156.41","155.59","7.82K","-0.32%"
"Jun 02, 2017","156.16","154.91","156.53","154.78","23.99K","0.85%"
"Jun 01, 2017","154.84","154.97","155.00","154.44","41.14K","-0.18%"
"May 31, 2017","155.12","154.69","155.12","154.34","49.64K","0.34%"
"May 30, 2017","154.59","153.88","154.78","153.72","348.45K","1.15%"
"May 29, 2017","152.83","152.56","152.95","152.49","-","-0.70%"
"May 26, 2017","153.91","153.81","154.28","153.78","320.06K","0.05%"
"May 25, 2017","153.84","153.75","154.06","153.47","424.10K","0.20%"
"May 24, 2017","153.53","153.25","153.97","153.09","418.25K","0.16%"
"May 23, 2017","153.28","153.78","154.38","153.16","431.53K","-0.33%"
"May 22, 2017","153.78","153.94","154.09","153.72","212.95K","-0.04%"
"May 19, 2017","153.84","153.75","154.16","153.38","245.72K","0.02%"
"May 18, 2017","153.81","153.69","154.41","153.19","430.72K","0.02%"
"May 17, 2017","153.78","151.62","153.88","151.62","423.08K","1.44%"
"May 16, 2017","151.59","151.31","152.09","150.94","237.97K","0.20%"
"May 15, 2017","151.28","151.50","151.72","150.97","163.30K","-0.11%"
"May 12, 2017","151.44","150.78","151.69","150.72","248.33K","0.54%"
"May 11, 2017","150.62","150.59","150.88","150.22","278.93K","0.06%"
"May 10, 2017","150.53","150.84","151.44","150.41","256.78K","-0.15%"
"May 09, 2017","150.75","151.12","151.28","150.59","191.74K","-0.37%"
"May 08, 2017","151.31","151.56","152.41","151.03","242.64K","-0.33%"
"May 05, 2017","151.81","151.72","152.25","151.44","235.91K","0.06%"
"May 04, 2017","151.72","152.56","152.62","151.34","301.40K","-0.71%"
"May 03, 2017","152.81","153.00","153.22","152.31","332.55K","0.04%"
"May 02, 2017","152.75","152.22","153.09","151.81","222.49K","0.49%"
"May 01, 2017","152.00","152.97","153.19","151.66","210.25K","-0.63%"
"Apr 28, 2017","152.97","152.72","153.06","151.88","278.69K","0.16%"
"Apr 27, 2017","152.72","152.81","153.03","152.22","224.54K","0.04%"
"Apr 26, 2017","152.66","152.22","152.88","151.94","260.87K","0.16%"
"Apr 25, 2017","152.41","153.41","153.53","152.00","193.26K","-0.67%"
"Apr 24, 2017","153.44","153.06","153.69","152.56","249.80K","-0.47%"
"Apr 21, 2017","154.16","154.28","154.75","153.94","187.23K","0.00%"
"Apr 20, 2017","154.16","154.56","154.97","153.78","224.14K","-0.38%"
"Apr 19, 2017","154.75","155.28","155.31","154.31","208.44K","-0.26%"
"Apr 18, 2017","155.16","153.56","155.50","153.47","302.74K","1.10%"
"Apr 17, 2017","153.47","154.19","154.47","153.31","142.03K","-0.34%"
"Apr 13, 2017","154.00","153.91","154.31","153.34","237.67K","0.65%"
"Apr 12, 2017","153.00","152.97","153.91","152.69","266.25K","0.02%"
"Apr 11, 2017","152.97","151.69","153.12","151.69","262.43K","0.78%"
"Apr 10, 2017","151.78","151.38","152.09","151.09","190.56K","0.18%"
"Apr 07, 2017","151.50","151.75","153.12","151.22","359.24K","-0.15%"
"Apr 06, 2017","151.72","151.88","152.00","151.09","204.79K","0.15%"
"Apr 05, 2017","151.50","151.56","152.09","150.84","290.30K","-0.11%"
"Apr 04, 2017","151.66","152.31","152.41","151.47","222.70K","-0.06%"
"Apr 03, 2017","151.75","150.97","152.38","150.66","305.80K","0.60%"
"Mar 31, 2017","150.84","150.44","151.00","150.16","263.20K","0.21%"
"Mar 30, 2017","150.53","151.28","151.50","150.34","198.67K","-0.46%"
"Mar 29, 2017","151.22","150.53","151.41","150.38","214.05K","0.29%"
"Mar 28, 2017","150.78","151.34","151.88","150.44","242.67K","-0.46%"
"Mar 27, 2017","151.47","150.91","152.09","150.84","205.63K","0.25%"
"Mar 24, 2017","151.09","150.50","151.19","150.19","201.93K","0.37%"
"Mar 23, 2017","150.53","150.66","151.06","150.09","258.85K","-0.95%"
"Mar 22, 2017","151.97","151.72","152.44","151.72","0.09K","0.46%"
"Mar 21, 2017","151.28","150.12","151.47","150.12","0.20K","0.63%"
"Mar 20, 2017","150.34","150.25","150.41","149.56","0.11K","0.39%"
"Mar 17, 2017","149.75","148.94","149.88","148.94","0.76K","0.34%"
"Mar 16, 2017","149.25","149.78","149.78","148.97","0.70K","-0.25%"
"Mar 15, 2017","149.62","148.06","149.66","148.06","0.53K","1.01%"
"Mar 14, 2017","148.12","147.50","148.19","147.25","2.34K","0.34%"
"Mar 13, 2017","147.62","148.31","148.50","147.22","1.94K","-0.30%"
"Mar 10, 2017","148.06","147.84","148.22","147.72","1.42K","0.00%"
"Mar 09, 2017","148.06","149.12","149.12","147.84","1.07K","-0.74%"
"Mar 08, 2017","149.16","149.97","150.12","148.59","2.24K","-0.62%"
"Mar 07, 2017","150.09","150.22","150.41","149.91","1.97K","-0.15%"
"Mar 06, 2017","150.31","150.47","151.12","150.09","4.31K","-0.13%"
"Mar 03, 2017","150.50","150.50","150.78","149.97","5.01K","0.11%"
"Mar 02, 2017","150.34","150.94","150.94","150.00","8.52K","-0.23%"
"Mar 01, 2017","150.69","152.28","152.34","150.50","27.97K","-1.47%"
"Feb 28, 2017","152.94","152.72","153.34","152.25","75.80K","0.21%"
"Feb 27, 2017","152.62","153.28","153.28","152.53","326.59K","-0.39%"
